d_sample,gauss_sigma,stack,cell,n_steps,n_lstm_layers,n_lstm_units_1,n_lstm_units_2,activation_output_layer,n_epochs,optimizer,lr,metric,num_repeat,d_t,theory_model,loss_funcs,lambda_mse,lambda_soc,feature_indices,feature_range_cur_low,feature_range_cur_high,feature_range_charge_low,feature_range_charge_high,feature_range_volt_low,feature_range_volt_high,boundary_cur_low,boundary_cur_high,boundary_charge_low,boundary_charge_high,boundary_voltage_low,boundary_voltage_high,seed,experiment_name,method,input_features,model_save_path,results_path,n_features,use_case_1_rmse,use_case_1_mae,use_case_2_rmse,use_case_2_mae,use_case_3_rmse,use_case_3_mae,avg_rmse,avg_mae,results_folder
2,10,0,4,100,2,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.01,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509191906/model,../../../models/experiments/loss_params_config/20240509191906/results,2,22.85944516288431,22.322147001902273,23.742174557023063,21.184865000324884,14.794740034409044,12.369218711853094,20.465453251438806,18.62541023802675,../models/experiments/loss_params_config/20240509191906
2,10,0,4,100,2,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.01,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,2,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509070152/model,../../../models/experiments/loss_params_config/20240509070152/results,2,3.9610705188172033,3.138979450225806,13.509527133615991,11.63511105814285,43.047096736671,42.46612688779832,20.172564796368064,19.08007246538899,../models/experiments/loss_params_config/20240509070152
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509201713/model,../../../models/experiments/loss_params_config/20240509201713/results,2,20.648760937894647,20.265504469553644,15.838409284425238,13.870627160226169,7.73217750403883,6.767925362587017,14.739782575452905,13.634685664122275,../models/experiments/loss_params_config/20240509201713
2,10,0,4,100,1,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,100.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240509161450/model,../../../models/experiments/loss_params_config/20240509161450/results,3,12.584991473862836,12.021528897603364,4.732209242631779,3.625238042031584,10.104228329543066,8.025524418354024,9.140476348679227,7.890763785996324,../models/experiments/loss_params_config/20240509161450
2,10,0,4,100,2,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,2,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509080415/model,../../../models/experiments/loss_params_config/20240509080415/results,4,5.9211402580713575,4.700280166625962,13.89224290694851,13.393278725531788,32.826570023240315,31.60343310117722,17.546651062753394,16.565663997778326,../models/experiments/loss_params_config/20240509080415
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509205218/model,../../../models/experiments/loss_params_config/20240509205218/results,2,22.758989604994433,22.438568860371923,13.883762095645718,12.108874031189968,20.664720567486388,13.31448377132431,19.102490756042176,15.953975554295402,../models/experiments/loss_params_config/20240509205218
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509022657/model,../../../models/experiments/loss_params_config/20240509022657/results,2,22.471785286412413,22.12319464492799,18.865864717667694,16.80099748057706,8.612194958938362,8.022637577056887,16.649948321006153,15.648943234187314,../models/experiments/loss_params_config/20240509022657
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240509140402/model,../../../models/experiments/loss_params_config/20240509140402/results,3,18.564128632981223,18.28840695826214,14.134265219468258,13.146095032845786,15.93065191475829,14.991023002862939,16.20968192240259,15.475174997990289,../models/experiments/loss_params_config/20240509140402
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509134207/model,../../../models/experiments/loss_params_config/20240509134207/results,1,24.451413854221105,23.335278620402033,29.531077223265775,26.18726325804191,22.90156303686326,19.600804324150133,25.62801803811671,23.041115400864694,../models/experiments/loss_params_config/20240509134207
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,10.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240509032244/model,../../../models/experiments/loss_params_config/20240509032244/results,3,16.695252780923457,16.42370870717368,11.328309388668282,10.291882430661138,12.50224846507346,11.35204708456994,13.508603544888402,12.689212740801587,../models/experiments/loss_params_config/20240509032244
2,10,0,4,100,2,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509012927/model,../../../models/experiments/loss_params_config/20240509012927/results,2,7.606286711683531,5.761644261678045,14.055789287633509,10.872318961235752,37.73867483255813,36.99679514646531,19.800250277291724,17.876919456459703,../models/experiments/loss_params_config/20240509012927
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509140017/model,../../../models/experiments/loss_params_config/20240509140017/results,1,23.54352462467154,22.569446037292494,29.684612430259097,26.437357044219997,31.990261570611363,31.444924383163457,28.40613287518067,26.817242488225315,../models/experiments/loss_params_config/20240509140017
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1000.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509235541/model,../../../models/experiments/loss_params_config/20240509235541/results,4,9.223698567048855,7.969457698822024,5.022716526996164,4.374494676282395,19.81114292093259,18.90244340777398,11.35251933832587,10.415465260959467,../models/experiments/loss_params_config/20240509235541
2,10,0,4,100,1,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509175954/model,../../../models/experiments/loss_params_config/20240509175954/results,1,23.085290728871726,22.042937705993666,28.759682048903834,25.483632886948158,29.491125277491946,28.88457289218903,27.112032685089172,25.470381161710282,../models/experiments/loss_params_config/20240509175954
2,10,0,4,100,1,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.01,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,2,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509063257/model,../../../models/experiments/loss_params_config/20240509063257/results,4,8.985587259251824,8.031555884043385,5.4821938744220455,4.597414977166016,5.070742128452565,3.9071926915645534,6.512841087375478,5.512054517591319,../models/experiments/loss_params_config/20240509063257
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,100.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509040234/model,../../../models/experiments/loss_params_config/20240509040234/results,4,14.090124057698661,13.976198455810561,8.215884229507113,7.109055626161627,5.483148930917094,4.94070858716964,9.263052406040956,8.675320889713943,../models/experiments/loss_params_config/20240509040234
2,10,0,4,100,1,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509180335/model,../../../models/experiments/loss_params_config/20240509180335/results,1,23.54198196735202,22.456050823211683,28.90888645780635,25.608441501740508,25.968626928404237,24.720327316522607,26.13983178452087,24.261606547158266,../models/experiments/loss_params_config/20240509180335
2,10,0,4,100,2,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,100.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509164005/model,../../../models/experiments/loss_params_config/20240509164005/results,4,16.879575878813316,16.376920014699316,16.310323561294044,14.937674607922977,21.58853210841925,20.744859038591393,18.259477182842204,17.353151220404563,../models/experiments/loss_params_config/20240509164005
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1000.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509050541/model,../../../models/experiments/loss_params_config/20240509050541/results,1,22.981798459555907,21.96658352025351,28.88134100544724,25.61696178620865,29.08351698571893,28.36579075336457,26.98221881690736,25.316445353275572,../models/experiments/loss_params_config/20240509050541
2,10,0,4,100,2,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240508234452/model,../../../models/experiments/loss_params_config/20240508234452/results,4,8.09344618633704,6.064820484161362,12.426597971174436,10.897611743557833,25.2727511294466,24.974597005844124,15.264265095652695,13.979009744521107,../models/experiments/loss_params_config/20240508234452
2,10,0,4,100,1,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1000.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509232533/model,../../../models/experiments/loss_params_config/20240509232533/results,4,11.90496319743399,11.338422398885102,7.175033972051078,6.071614982235825,8.658835698158493,7.690028936862938,9.246277622547852,8.36668877266129,../models/experiments/loss_params_config/20240509232533
2,10,0,4,100,2,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240509151031/model,../../../models/experiments/loss_params_config/20240509151031/results,3,10.147160166081896,9.230056930542004,3.9552807979669455,3.2059912337026257,16.120296815428983,14.399138896465308,10.074245926492608,8.945062353569979,../models/experiments/loss_params_config/20240509151031
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240508234953/model,../../../models/experiments/loss_params_config/20240508234953/results,3,16.9568715427029,16.699122061411554,11.808748258883597,10.801635788333051,9.878396750094971,9.428175399303445,12.881338850560489,12.30964441634935,../models/experiments/loss_params_config/20240508234953
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509210930/model,../../../models/experiments/loss_params_config/20240509210930/results,1,23.2201172418174,22.188269724528006,28.856517942036362,25.58020287113808,26.923826044714485,25.789997189044957,26.333487076189414,24.51948992823701,../models/experiments/loss_params_config/20240509210930
2,10,0,4,100,1,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509195118/model,../../../models/experiments/loss_params_config/20240509195118/results,4,12.959674554602147,12.68646084213258,6.816178100580674,5.655962531797354,7.966163975790619,6.973153994083389,9.247338876991146,8.438525789337776,../models/experiments/loss_params_config/20240509195118
2,10,0,4,100,1,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,2,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509081456/model,../../../models/experiments/loss_params_config/20240509081456/results,1,23.35601366507398,22.35629919179282,29.17230918405407,25.909870073256982,27.6239658051231,26.692839174270635,26.71742955141705,24.98633614644015,../models/experiments/loss_params_config/20240509081456
2,10,0,4,100,2,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509141826/model,../../../models/experiments/loss_params_config/20240509141826/results,4,7.586105441831726,6.452174677530941,4.1854518449198315,3.2706462047946245,17.001510800248827,15.763913600444802,9.591022695666794,8.495578160923456,../models/experiments/loss_params_config/20240509141826
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509183020/model,../../../models/experiments/loss_params_config/20240509183020/results,2,20.28970875043944,19.858180632273367,14.896049718213352,13.064745151150635,9.544718547266582,9.010632554292686,14.91015900530646,13.977852779238896,../models/experiments/loss_params_config/20240509183020
2,10,0,4,100,2,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.01,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509003606/model,../../../models/experiments/loss_params_config/20240509003606/results,2,7.644530593889732,5.688319899241115,14.00791814966688,10.793671901456738,36.100617057879184,34.30128684520722,19.25102193381193,16.927759548635027,../models/experiments/loss_params_config/20240509003606
2,10,0,4,100,1,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,10.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509151927/model,../../../models/experiments/loss_params_config/20240509151927/results,1,25.38094455428459,24.42348570632936,31.884668046681877,28.658510941536207,27.81679970228618,26.943199841976174,28.360804101084213,26.67506549661391,../models/experiments/loss_params_config/20240509151927
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,100.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509224713/model,../../../models/experiments/loss_params_config/20240509224713/results,4,11.564126066340464,11.29993099085491,5.042400851188348,4.31314812383347,3.170530112681666,2.714728866815549,6.592352343403493,6.1092693271679765,../models/experiments/loss_params_config/20240509224713
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,10.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,2,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509091543/model,../../../models/experiments/loss_params_config/20240509091543/results,2,3.567400493875092,2.6291641057332313,13.154190495778215,11.276538666140627,24.011551224134855,22.833218483924874,13.57771407126272,12.246307085266244,../models/experiments/loss_params_config/20240509091543
2,10,0,4,100,1,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,0,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240508185605/model,../../../models/experiments/loss_params_config/20240508185605/results,1,23.50374615376086,22.476321488698336,30.002438437471746,26.745471965420652,32.23133049122224,31.68779125690461,28.579171694151615,26.969861570341198,../models/experiments/loss_params_config/20240508185605
2,10,0,4,100,2,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240508235427/model,../../../models/experiments/loss_params_config/20240508235427/results,2,24.660711744202782,24.462974021911634,17.367401574714943,15.090131280345316,26.53569796639048,24.355162440538415,22.8546037617694,21.302755914265123,../models/experiments/loss_params_config/20240508235427
2,10,0,4,100,2,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,0,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240508173816/model,../../../models/experiments/loss_params_config/20240508173816/results,4,17.286915578642105,17.103757967631037,9.98077731991974,8.83168013357346,16.317409070236515,12.371501647233972,14.528367322932787,12.768979916146156,../models/experiments/loss_params_config/20240508173816
2,10,0,4,100,2,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge']",../../../models/experiments/loss_params_config/20240509014107/model,../../../models/experiments/loss_params_config/20240509014107/results,2,24.79272852005259,24.658028870900484,15.267452366558432,13.068713538262157,21.843677114012802,19.09980839371682,20.634619333541277,18.94218360095982,../models/experiments/loss_params_config/20240509014107
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.1,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,0,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240508190912/model,../../../models/experiments/loss_params_config/20240508190912/results,3,14.637766533880825,14.399890841166192,6.222764317877893,5.5457636002571755,3.821443558709147,3.3321538317203436,8.227324803489289,7.7592694243812375,../models/experiments/loss_params_config/20240508190912
2,10,0,4,100,2,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,10.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,0,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240508210429/model,../../../models/experiments/loss_params_config/20240508210429/results,3,19.113090352188063,15.73130527623498,11.005550343783975,9.175719106120471,21.828230139842184,18.57431449055671,17.315623611938076,14.493779624304054,../models/experiments/loss_params_config/20240508210429
2,10,0,4,100,2,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,1,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509024329/model,../../../models/experiments/loss_params_config/20240509024329/results,4,16.10236844468672,16.010597656250013,9.132099237323708,8.32933182993242,16.25795346089676,12.950757019519815,13.83080704763573,12.430228835234082,../models/experiments/loss_params_config/20240509024329
2,10,0,4,100,1,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,1000.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,2,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509105515/model,../../../models/experiments/loss_params_config/20240509105515/results,1,23.750043844000444,22.740988840738943,29.667832139801114,26.41434748249672,27.43300371960753,26.371973215341573,26.950293234469697,25.17576984619241,../models/experiments/loss_params_config/20240509105515
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge', 'init_vol', 'ocv']",../../../models/experiments/loss_params_config/20240509181904/model,../../../models/experiments/loss_params_config/20240509181904/results,4,12.876938876381345,12.658140600840264,5.486540807667358,4.536233394991965,3.027662363466299,2.1124157726766133,7.130380682505,6.435596589502947,../models/experiments/loss_params_config/20240509181904
2,10,0,4,100,2,20,20,tanh,10,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,100.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,3,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240509163830/model,../../../models/experiments/loss_params_config/20240509163830/results,3,17.601242105508867,17.170577794392916,15.06492267973855,13.796769193833901,14.04785903480432,13.681677489280707,15.571341273350578,14.883008159169174,../models/experiments/loss_params_config/20240509163830
2,10,0,4,100,1,20,20,tanh,50,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,100.0,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,4,loss_params_config,loss,"['current', 'charge', 'init_vol']",../../../models/experiments/loss_params_config/20240509224538/model,../../../models/experiments/loss_params_config/20240509224538/results,3,14.946057781881349,14.801107189178481,6.5073196846988255,5.710608746928544,3.103694915952742,2.4114563477039193,8.185690794177638,7.641057427936981,../models/experiments/loss_params_config/20240509224538
2,10,0,4,100,1,20,20,tanh,20,Adam,0.001,mae,1,0.25,2228,"['mse', 'soc']",1,0.001,"{'current': 0, 'charge': 1, 'init_vol': 2, 'ocv': 3, 'theory': 4, 'residual': 5}",-1,1,-1,1,-1,1,-10,10,-33.2,33.2,3.304,3.982,2,loss_params_config,loss,['current'],../../../models/experiments/loss_params_config/20240509053428/model,../../../models/experiments/loss_params_config/20240509053428/results,1,23.137573686059444,22.111584613800062,28.95593136622746,25.689917256139974,24.66453768906473,21.18252775549888,25.58601424711721,22.994676541812975,../models/experiments/loss_params_config/20240509053428
